,index,jobName,tags,area,workYear,degree,companyName,companyType,companySize,logo,min_salary,max_salary
2922,2922,助理研发工程师（实习生）：,"员工旅游,餐饮补贴,定期体检,年终奖金,员工旅游,餐饮补贴,定期体检,年终奖金",湖北省武汉东西湖区,0年,本科,亚信科技CMC,合资,10000人以上,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,4562,4562
2923,2923,开发/实施工程师（24届毕业生）,"计算机,需求调研,软件开发,软件工程,产品工程师,文档编写,软件工程师,五险一金,餐饮补贴,弹性工作,定期体检,年终奖金,专业培训,员工旅游,绩效奖金,晋升通道",湖北省武汉硚口区,0年,本科,上海金慧软件有限公司,民营,150-500人,https://img01.51jobcdn.com/fansImg/CompLogo/1/121/120484/120484_300.png?636825665043451267,4562,4562
2924,2924,软件工程师助理（双休）,"软件,软件开发,开发,技术支持,工程师,计算机,绩效奖金,年终奖金,餐饮补贴,员工旅游,免费班车,免费工作餐,可提供住宿,双休,五险",湖北省武汉黄陂区,0年,本科,武汉中飞扬测控工程有限公司,民营,50-150人,https://img01.51jobcdn.com/fansImg/CompLogo/3/2572/2571946/2571946_300.jpg?636710698718513615,5417,6500
2925,2925,.net开发工程师（应届生）,"c#,.net6,js,sqlserver,mysql,达梦,人大金仓,五险一金,员工旅游,餐饮补贴,拓展福利,带薪年假,带薪病假,节日福利,绩效奖金,年终奖金,生日惊喜",湖北省武汉江夏区,0年,大专,上海起迪计算机科技发展有限公司,民营,50-150人,https://img01.51jobcdn.com/fansImg/CompLogo/4/3551/3550869/3550869_120.gif?636023613043236723,4000,8000
2926,2926,软件运维专员,"计算机,需求分析,功能测试,维护,软件系统,数据上传,软件运维,员工宿舍,监控管理,五险,交通补贴,通讯补贴,专业培训,绩效奖金,餐饮补贴",湖北省武汉武汉经济开发区,0年,大专,湖北鼎博丰新能源发展有限公司,民营,50-150人,https://img01.51jobcdn.com/fansImg/CompLogo/5/4858/4857065/284869076852948278786_300.png?1684120727581,3000,4000
2927,2927,游戏服务端开发工程师（校招）,"年终奖金,五险一金",广东省广州黄埔区,0年,,多益网络有限公司,民营,1000-5000人,https://img01.51jobcdn.com/fansImg/CompLogo/7/6430/6429275/6429275_300.jpg?637520925613789493,14000,23333
2928,2928,研发实习生,"五险一金,绩效奖金,餐饮补贴,交通补贴,通讯补贴,带薪年假,定期体检,项目奖金",湖北省武汉东湖新技术产业开发区,0年,本科,国响（武汉）智能科技有限公司,民营,50-150人,https://img01.51jobcdn.com/fansImg/CompLogo/6/5663/5662472/1654154194126_300.jpeg?1654154197093,6082,6082
2929,2929,网页开发实习,"五险一金,补充公积金,员工旅游,绩效奖金,年终奖金,周末双休,朝九晚六,下午茶,地铁周边,带薪年假",湖北省武汉江夏区,0年,大专,武汉瑞鑫智联科技有限公司,民营,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,3000,5000
2930,2930,管培生（it方向）,"软件开发,软件工程,对接第三方,五险一金,绩效奖金,大小休,十三薪",湖北省武汉东西湖区,0年,本科,武汉阳逻港口服务有限公司,合资,150-500人,https://img01.51jobcdn.com/fansImg/CompLogo/5/4072/4071231/4071231_120.gif?636099588036298895,6500,9750
2931,2931,Software Engineer 嵌入式软件工程师,"软件开发,应用软件,嵌入式,五险一金,绩效奖金,年终奖金,定期体检,弹性工作,交通补贴,补充医疗保险,员工旅游",湖北省武汉东湖新技术产业开发区,0年,本科,络明芯微电子（厦门）有限公司,外资（欧美）,500-1000人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_elect.png,10833,21667
2932,2932,Java开发实习生,"编程语言,bug,java,实习生,助理,五险一金,绩效奖金,专业培训,定期体检,员工旅游",湖北省武汉武昌区,0年,大专,湖南知阳信息技术服务有限公司,外资（非欧美）,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_internet.png,4000,6000
2933,2933,游戏开发工程师/实习生 双休,"游戏开发,游戏,C++,开发,php,服务器,web,java,前端,UE4,五险一金,交通补贴,餐饮补贴,通讯补贴,专业培训,绩效奖金,年终奖金,定期体检,弹性工作",湖北省武汉洪山区,0年,大专,武汉展盛至腾科技有限公司,民营,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,8000,12000
2934,2934,兼职销售,"年终奖金,五险一金",湖北省武汉,0年,,武汉师承教育科技有限公司,民营,少于50人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_edu.png,10833,21667
2935,2935,Java开发工程师,"年终奖金,五险一金",湖北省武汉武昌区,0年,本科,上海清鹤科技股份有限公司,已上市,,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_instrumentation.png,10000,18000
2936,2936,Java软件工程师,"java,数据库,多线程,软件工程,自动化,计算机,数学,五险一金,员工旅游,餐饮补贴,专业培训,年终奖金,五险一金,员工旅游,餐饮补贴,专业培训,年终奖金",广东省珠海珠海高新区,0年,本科,广东纳睿雷达科技股份有限公司,已上市,,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_elect.png,10000,15000
2937,2937,手游/端游/游戏开发无经验可教,"java,c++,c#,主机游戏,动漫游戏,游戏开发,编程语言,设计,计算机,it技术,五险一金,交通补贴,餐饮补贴,通讯补贴,专业培训,绩效奖金,年终奖金,定期体检,弹性工作",湖北省武汉洪山区,0年,大专,武汉展盛至腾科技有限公司,民营,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,8000,12000
2938,2938,Java后端开发工程师,"年终奖金,五险一金",湖北省武汉江岸区,0年,硕士,长江设计集团有限公司,国企,,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/home_logo_default.png,12000,24000
2939,2939,Java开发工程师（华信咨询设计研究院有限公司-武汉）,"年终奖金,五险一金",湖北省武汉,0年,本科,中国通信服务股份有限公司,国企,,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/home_logo_default.png,8000,15000
2940,2940,游戏软件开发工程师/实习,"计算机,软件开发,编程,游戏,游戏项目开发,流程编写,休闲游戏开发,C,C++,编程思想,五险一金,交通补贴,餐饮补贴,通讯补贴,专业培训,绩效奖金,年终奖金,定期体检,弹性工作",湖北省武汉洪山区,0年,大专,武汉展盛至腾科技有限公司,民营,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,8000,12000
2941,2941,JAVA软件开发工程师（武汉）,"计算机,java,软件开发,五险一金,补充医疗保险,免费班车,交通补贴,餐饮补贴,通讯补贴,专业培训,绩效奖金,定期体检,五险一金,补充医疗保险,免费班车,交通补贴,餐饮补贴,通讯补贴,专业培训,绩效奖金,定期体检",北京北京海淀区,0年,本科,大唐软件技术股份有限公司,国企,,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_imnetwork.png,8000,10000
2942,2942,Java开发工程师（武汉）,"五险一金,补充医疗保险,餐饮补贴,通讯补贴,年终奖金,绩效奖金,专业培训,定期体检,五险一金,补充医疗保险,餐饮补贴,通讯补贴,年终奖金,绩效奖金,专业培训,定期体检",湖北省武汉洪山区,0年,本科,武汉众智数字技术有限公司,国企,,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_imnetwork.png,8000,15000
2943,2943,JAVA工程师（武汉电信实业有限责任公司-武汉）,"年终奖金,五险一金",湖北省武汉,0年,本科,中国通信服务股份有限公司,国企,,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/home_logo_default.png,8000,15000
2944,2944,后端开发工程师,"java,后端开发",湖北省武汉,0年,本科,中国联合网络通信有限公司湖北省分公司,国企,,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/home_logo_default.png,10000,12000
2945,2945,数字化工程师,"计算机,java,sql,运维,数据库,plc,项目开发,文档编写,五险一金,免费班车,餐饮补贴,补充医疗保险,专业培训,绩效奖金,年终奖金,定期体检,五险一金,免费班车,餐饮补贴,补充医疗保险,专业培训,绩效奖金,年终奖金,定期体检,免费工作餐",湖北省武汉蔡甸区,0年,本科,法雷奥企业管理（上海）有限公司,外资（欧美）,,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/home_logo_default.png,7000,10000
2946,2946,高级软件开发储备工程师,"java,c,c++,mysql,五险一金,补充医疗保险,绩效奖金,弹性工作,年终奖金,定期体检,五险一金,补充医疗保险,绩效奖金,弹性工作,年终奖金,定期体检",江苏省苏州,0年,本科,海隆软件（昆山）有限公司,民营,,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,6000,8000
2947,2947,工程师（武汉宝信）,"年终奖金,五险一金",湖北省武汉,0年,本科,上海宝信软件股份有限公司,国企,,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,6667,13333
2948,2948,软件研发工程师（系统软件方向）,"年终奖金,五险一金",湖北省武汉洪山区,0年,硕士,中核武汉核电运行技术股份有限公司,国企,,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/home_logo_default.png,16000,32000
2949,2949,软件开发工程师,"年终奖金,五险一金",湖北省武汉江岸区,0年,硕士,长江设计集团有限公司,国企,,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/home_logo_default.png,12000,24000
2950,2950,软件研发工程师（平台及工业软件）,"五险一金,补充医疗保险,餐饮补贴,年终奖金,绩效奖金,定期体检,专业培训,五险一金,补充医疗保险,餐饮补贴,年终奖金,绩效奖金,定期体检,专业培训",湖北省武汉洪山区,0年,硕士,中核武汉核电运行技术股份有限公司,国企,,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/home_logo_default.png,16000,25000
2951,2951,软件设计工程师（工作地：上海）（武汉）,"软件工程,java,linux,c++,计算机,调试,数据结构,五险一金,员工旅游,专业培训,餐饮补贴,年终奖金,定期体检",上海上海徐汇区,0年,硕士,苏州顺芯半导体有限公司,合资,,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_elect.png,15000,22000
2952,2952,开发工程师（湖北邮电规划设计有限公司-武汉）,"年终奖金,五险一金",湖北省武汉,0年,本科,中国通信服务股份有限公司,国企,,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/home_logo_default.png,8000,15000
2953,2953,IT项目管理,计算机,湖北省武汉,0年,本科,中国联合网络通信有限公司湖北省分公司,国企,,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/home_logo_default.png,10000,12000
2954,2954,自动化开发工程师（武汉）,"年终奖金,五险一金",湖北省武汉,0年,本科,北京特纳飞电子技术有限公司,合资,,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_elect.png,8000,13000
2955,2955,应用软件开发工程师,"年终奖金,五险一金",湖北省武汉江夏区,0年,硕士,中国船舶集团有限公司第七二二研究所,国企,1000-5000人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_imnetwork.png,16667,20833
2956,2956,对日软件开发工程师,"java,c,c++,mysql",江苏省苏州,0年,本科,海隆软件（昆山）有限公司,民营,,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,6500,8667
2957,2957,软件开发工程师（数字核电方向）,"五险一金,补充医疗保险,餐饮补贴,年终奖金,绩效奖金,定期体检,专业培训,五险一金,补充医疗保险,餐饮补贴,年终奖金,绩效奖金,定期体检,专业培训",湖北省武汉洪山区,0年,硕士,中核武汉核电运行技术股份有限公司,国企,,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/home_logo_default.png,16000,32000
2958,2958,软件工程师（湖北冠达公司-武汉）,"年终奖金,五险一金",湖北省武汉,0年,本科,中国通信服务股份有限公司,国企,,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/home_logo_default.png,8000,15000
2959,2959,水工程调度工程师,"年终奖金,五险一金",湖北省武汉江岸区,0年,博士,长江设计集团有限公司,国企,,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/home_logo_default.png,12000,24000
2960,2960,大数据应用工程师,"年终奖金,五险一金",湖北省武汉江夏区,0年,博士,中国船舶集团有限公司第七二二研究所,国企,1000-5000人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_imnetwork.png,16667,20833
2961,2961,软件架构师（武汉）,"年终奖金,五险一金",江苏省苏州相城区,0年,本科,图达通智能科技（苏州）有限公司,外资（欧美）,,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_instrumentation.png,25000,37500
2962,2962,安卓应用工程师（武汉）,"年终奖金,五险一金",湖北省武汉,0年,硕士,北京欧珀通信有限公司,民营,,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_imnetwork.png,16667,25000
2963,2963,前端开发工程师,"年终奖金,五险一金",湖北省武汉武昌区,0年,本科,上海清鹤科技股份有限公司,已上市,,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_instrumentation.png,10000,18000
2964,2964,综合网管开发工程师,"年终奖金,五险一金",湖北省武汉江夏区,0年,硕士,中国船舶集团有限公司第七二二研究所,国企,1000-5000人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_imnetwork.png,16667,20833
2965,2965,WebGIS开发工程师（武汉）,"五险一金,弹性工作,定期体检,年终奖金,五险一金,弹性工作,定期体检,年终奖金",湖北省武汉洪山区,0年,本科,北京国遥新天地信息技术股份有限公司,民营,,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,6000,10000
2966,2966,高级软件开发储备（工作地点：昆山）（武汉）,"计算机,java,oracle,sql,数据库,五险一金,补充医疗保险,年终奖金,定期体检,绩效奖金,弹性工作,出国机会,五险一金,补充医疗保险,年终奖金,定期体检,绩效奖金,弹性工作,出国机会",江苏省苏州,0年,本科,海隆软件（昆山）有限公司,民营,,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,6000,8000
